 "word","cnt","feetscore","feettype" 
 ENGAGEMENT,3,0-1-0,mud 
 ENGAGEMENTS,3,0-1-0,mud 
 ENGAGES,3,0-1-0,mud 
 ENGAGING,3,0-1-0,mud 
 ENGBERG,2,1-0,mud 
 ENGDAHL,2,1-0,mud 
 ENGE,1,1,mud 
 ENGEBRETSEN,4,1-0-0-0,mud 
 ENGEBRETSON,4,1-0-0-0,mud 
 ENGEL,2,1-0,mud 
 ENGELBERG,3,1-0-0,mud 
 ENGELBERT,3,1-0-0,mud 
 ENGELBERTA,4,0-0-1-0,mud 
 ENGELBRECHT,3,1-0-0,mud 
 ENGELEITER,4,1-0-2-0,mud 
 ENGELHARD,3,1-0-2,mud 
 ENGELHARDT,3,1-0-0,mud 
 ENGELHART,3,1-0-2,mud 
 ENGELKE,2,1-0,mud 
 ENGELKEN,3,1-0-0,mud 
 ENGELKING,3,1-0-0,mud 
 ENGELMAN,3,1-0-0,mud 
 ENGELMANN,3,1-0-0,mud 
 ENGELS,2,1-0,mud 
 ENGELSON,3,1-0-0,mud 
 ENGELSTAD,3,1-0-0,mud 
 ENGEMAN,2,1-0,mud 
 ENGEN,2,1-0,mud 
 ENGENDER,3,0-1-0,mud 
 ENGENDERED,3,0-1-0,mud 
 ENGENDERS,3,1-0-0,mud 
 ENGER,2,1-0,mud 
 ENGERT,2,1-0,mud 
 ENGESSER,3,1-0-0,mud 
 ENGH,1,1,mud 
 ENGHOLM,2,1-0,mud 
 ENGINE,2,1-0,mud 
 ENGINED,2,1-0,mud 
 ENGINEER,3,1-0-1,mud 
 ENGINEERED,3,2-0-1,mud 
 ENGINEERING,4,1-0-1-0,mud 
 ENGINEERS,3,1-0-1,mud 
 ENGINES,2,1-0,mud 
 ENGLAND,2,1-0,mud 
 ENGLANDER,3,1-0-0,mud 
 ENGLANDERS,3,1-0-0,mud 
 ENGLANDS,2,1-0,mud 
 ENGLBRED,3,1-0-2,mud 
 ENGLE,2,1-0,mud 
 ENGLEBERT,3,1-0-0,mud 
 ENGLEHARDT,3,1-0-0,mud 
 ENGLEHART,3,1-0-0,mud 
 ENGLEMAN,3,1-0-0,mud 
 ENGLER,3,1-0-0,mud 
 ENGLERT,2,1-0,mud 
 ENGLERTH,2,1-0,mud 
 ENGLES,2,1-0,mud 
 ENGLEWOOD,3,1-0-2,mud 
 ENGLISH,2,1-0,mud 
 ENGLISHMAN,3,1-0-0,mud 
 ENGLISHMEN,3,2-1-0,mud 
 ENGLISHWOMAN,4,1-0-2-0,mud 
 ENGLUND,2,1-0,mud 
 ENGMAN,2,1-0,mud 
 ENGQUIST,2,1-0,mud 
 ENGRAM,2,1-2,mud 
 ENGRAVE,2,0-1,mud 
 ENGRAVED,2,0-1,mud 
 ENGRAVER,3,0-1-0,mud 
 ENGRAVING,3,0-1-0,mud 
 ENGRAVINGS,3,0-1-0,mud 
 ENGROSS,2,0-1,mud 
 ENGROSSED,2,0-1,mud 
 ENGROSSING,3,0-1-0,mud 
 ENGROSSMENT,3,0-1-0,mud 
 ENGSTRAND,2,1-0,mud 
 ENGSTROM,2,1-0,mud 
 ENGULF,2,0-1,mud 
 ENGULFED,2,0-1,mud 
 ENGULFING,3,0-1-0,mud 
 ENGWALL,2,0-1,mud 
 ENHANCE,2,0-1,mud 
 ENHANCED,2,0-1,mud 
 ENHANCEMENT,3,0-1-0,mud 
 ENHANCEMENTS,3,0-1-0,mud 
 ENHANCER,3,0-1-0,mud 
 ENHANCES,3,0-1-0,mud 
 ENHANCING,3,0-1-0,mud 
 ENHOLM,2,1-2,mud 
 ENHOLME,2,1-2,mud 
 ENIAC,3,1-0-2,mud 
 ENICHEM,3,1-0-0,mud 
 ENID,2,1-0,mud 
 ENIGMA,3,0-1-0,mud 
 ENIGMATIC,4,2-0-1-0,mud 
 ENIMONT,3,1-0-2,mud 
 ENIS,2,1-0,mud 
 ENITT,2,1-0,mud 
 ENIX,2,1-0,mud 
 ENJOIN,2,2-1,mud 
 ENJOINED,2,2-1,mud 
 ENJOINING,3,2-1-0,mud 
 ENJOY,2,2-1,mud 
 ENJOYABLE,4,2-1-0-0,mud 
 ENJOYABLY,4,2-1-0-0,mud 
 ENJOYED,2,2-1,mud 
 ENJOYING,3,2-1-0,mud 
 ENJOYMENT,3,2-1-0,mud 
 ENJOYMENTS,3,0-1-0,mud 
 ENJOYS,2,2-1,mud 
 ENKE,1,1,mud 
 ENLARGE,2,2-1,mud 
 ENLARGED,2,2-1,mud 
 ENLARGEMENT,3,2-1-0,mud 
 ENLARGEMENTS,3,2-1-0,mud 
 ENLARGER,3,2-1-0,mud 
 ENLARGES,3,2-1-0,mud 
 ENLARGING,3,2-1-0,mud 
 ENLIGHTEN,3,2-1-0,mud 
 ENLIGHTENED,3,2-1-0,mud 
 ENLIGHTENING,4,2-1-0-0,mud 
 ENLIGHTENMENT,4,2-1-0-0,mud 
 ENLIGHTENS,3,2-1-0,mud 
 ENLIST,2,2-1,mud 
 ENLISTED,3,2-1-0,mud 
 ENLISTEE,3,0-2-1,mud 
 ENLISTEES,3,0-2-1,mud 
 ENLISTING,3,0-1-0,mud 
 ENLISTMENT,3,0-1-0,mud 
 ENLISTS,2,0-1,mud 
 ENLIVEN,3,0-1-0,mud 
 ENLIVENED,3,0-1-0,mud 
 ENLIVENING,4,0-1-0-0,mud 
 ENLIVENS,3,0-1-0,mud 
 ENLO,2,1-0,mud 
 ENLOE,2,0-1,mud 
 ENLOW,2,0-1,mud 
 ENMAN,2,1-0,mud 
 ENMESH,2,0-1,mud 
 ENMESHED,2,0-1,mud 
 ENMESHES,3,0-1-0,mud 
 ENMESHING,3,0-1-0,mud 
 ENMITIES,3,1-0-0,mud 
 ENMITY,3,1-0-0,mud 
 ENNEA,3,1-0-0,mud 
 ENNEKING,3,1-0-0,mud 
 ENNEN,2,1-0,mud 
 ENNES,1,1,mud 
 ENNIS,2,1-0,mud 
 ENNOBLE,3,0-1-0,mud 
 ENNOBLED,3,0-1-0,mud 
 ENNOBLES,3,0-1-0,mud 
 ENNOBLING,3,0-1-0,mud 
 ENNOSUKE,3,1-0-0,mud 
 ENNS,1,1,mud 
 ENNUI,3,0-1-0,mud 
 ENO,2,1-0,mud 
 ENOCH,2,1-0,mud 
 ENOCHS,2,1-0,mud 
 ENOJADA,4,2-0-1-0,mud 
 ENOLA,3,0-1-0,mud 
 ENOMOTO,4,0-0-1-0,mud 
 ENORMITY,4,0-1-0-0,mud 
 ENORMOUS,3,0-1-0,mud 
 ENORMOUSLY,4,0-1-0-0,mud 
 ENOS,2,1-0,mud 
 ENOUGH,2,0-1,mud 
 ENQUESO,3,0-1-0,mud 
 ENQUIRE,3,0-1-0,mud 
 ENQUIRER,3,0-1-0,mud 
 ENQUIRY,3,0-1-2,mud 
 ENQUIST,2,1-2,mud 
 ENRAGE,2,0-1,mud 
 ENRAGED,2,0-1,mud 
 ENRAGES,3,0-1-0,mud 
 ENRAGING,3,0-1-0,mud 
 ENRAPTURE,3,0-1-0,mud 
 ENRAPTURED,3,0-1-0,mud 
 ENRICA,3,0-1-0,mud 
 ENRICH,2,0-1,mud 
 ENRICHED,2,0-1,mud 
 ENRICHES,3,0-1-0,mud 
 ENRICHING,3,0-1-0,mud 
 ENRICHMENT,3,0-1-0,mud 
 ENRICO,3,0-1-0,mud 
 ENRIGHT,2,0-1,mud 
 ENRILE,2,0-1,mud 
 ENRIQUE,3,0-1-0,mud 
 ENRIQUEZ,3,0-1-0,mud 
 ENRO,2,1-0,mud 
 ENROLL,2,0-1,mud 
 ENROLLED,2,0-1,mud 
 ENROLLEE,3,0-1-1,mud 
 ENROLLEES,3,0-1-1,mud 
 ENROLLING,3,0-1-0,mud 
 ENROLLMENT,3,0-1-0,mud 
 ENROLLMENTS,3,0-1-0,mud 
 ENROLLS,2,0-1,mud 
 ENRON,2,1-0,mud 
 ENROUTE,2,0-1,mud 
 ENSCO,2,1-0,mud 
 ENSCONCE,2,0-1,mud 
 ENSCONCED,2,0-1,mud 
 ENSECO,3,0-1-0,mud 
 ENSEMBLE,3,0-1-0,mud 
 ENSEMBLES,3,0-1-0,mud 
 ENSERCH,2,1-0,mud 
 ENSEY,2,1-0,mud 
 ENSHRINE,2,0-1,mud 
 ENSHRINED,2,0-1,mud 
 ENSHROUD,2,0-1,mud 
 ENSHROUDED,3,0-1-0,mud 
 ENSIGN,2,1-0,mud 
 ENSING,2,1-0,mud 
 ENSINGER,3,1-0-0,mud 
 ENSKILDA,3,0-1-0,mud 
 ENSLAVE,2,0-1,mud 
 ENSLAVED,2,0-1,mud 
 ENSLAVEMENT,3,0-1-0,mud 
 ENSLEN,3,1-0-0,mud 
 ENSLEY,2,1-0,mud 
 ENSLIN,2,1-0,mud 
 ENSLOW,2,0-1,mud 
 ENSMINGER,4,1-0-0-0,mud 
 ENSNARE,2,0-1,mud 
 ENSNARED,2,0-1,mud 
 ENSNARES,2,0-1,mud 
 ENSNARL,2,0-1,mud 
 ENSNARLED,2,0-1,mud 
 ENSOR,2,1-0,mud 
 ENSOURCE,2,0-1,mud 
 ENSRUD,2,1-2,mud 
 ENSTROM,2,1-0,mud 
 ENSUE,2,0-1,mud 
 ENSUED,2,0-1,mud 
 ENSUES,2,0-1,mud 
 ENSUING,3,1-0-0,mud 
 ENSURE,2,0-1,mud 
 ENSURED,2,0-1,mud 
 ENSURES,2,0-1,mud 
 ENSURING,3,0-1-0,mud 
 ENSZ,1,1,mud 
 ENT,1,1,mud 
 ENTAIL,2,0-1,mud 
 ENTAILED,2,0-1,mud 
 ENTAILING,3,0-1-0,mud 
 ENTAILS,2,0-1,mud 
 ENTANGLE,3,0-1-0,mud 
 ENTANGLED,3,0-1-0,mud 
 ENTANGLEMENT,4,0-1-0-0,mud 
 ENTANGLEMENTS,4,0-1-0-0,mud 
 ENTANGLING,3,0-1-0,mud 
 ENTE,2,1-0,mud 
 ENTEBBE,3,2-1-0,mud 
 ENTENDRE,3,0-1-0,mud 
 ENTENMANN,3,1-0-0,mud 
 ENTER,2,1-0,mud 
 ENTERED,2,1-0,mud 
 ENTERGY,3,1-0-0,mud 
 ENTERING,3,1-0-0,mud 
 ENTERITIDIS,5,2-0-1-0-0,mud 
 ENTERIVIDOUS,5,2-0-1-0-0,mud 
 ENTERLINE,3,1-0-2,mud 
 ENTEROCOCCUS,5,2-0-0-1-0,mud 
 ENTEROLOGY,5,2-0-1-0-0,mud 
 ENTERPRISE,3,1-0-2,mud 
 ENTERPRISES,4,1-0-2-0,mud 
 ENTERPRISING,4,1-0-2-0,mud 
 ENTERRA,3,0-1-0,mud 
 ENTERS,2,1-0,mud 
 ENTERTAIN,3,2-0-1,mud 
 ENTERTAINED,3,2-0-1,mud 
 ENTERTAINER,4,2-0-1-0,mud 
 ENTERTAINERS,4,2-0-1-0,mud 
 ENTERTAINING,4,2-0-1-0,mud 
 ENTERTAINMENT,4,2-0-1-0,mud 
 ENTERTAINMENTS,4,2-0-1-0,mud 
 ENTERTAINS,3,2-0-1,mud 
 ENTEX,2,1-2,mud 
 ENTHRAL,2,0-1,mud 
 ENTHRALLED,2,0-1,mud 
 ENTHUSE,2,0-1,mud 
 ENTHUSED,2,0-1,mud 
 ENTHUSIASM,5,0-1-0-2-0,mud 
 ENTHUSIASMS,5,0-1-0-2-0,mud 
 ENTHUSIAST,4,0-1-0-2,mud 
 ENTHUSIASTIC,5,0-2-0-1-0,mud 
 ENTHUSIASTICALLY,6,0-2-0-1-0-0,mud 
 ENTHUSIASTS,4,0-1-0-2,mud 
 ENTICE,2,0-1,mud 
 ENTICED,2,0-1,mud 
 ENTICEMENT,3,0-1-0,mud 
 ENTICEMENTS,3,0-1-0,mud 
 ENTICING,3,0-1-0,mud 
 ENTIN,2,1-0,mud 
 ENTIRE,3,0-1-0,mud 
 ENTIRELY,4,0-1-0-0,mud 
 ENTIRETY,4,0-1-0-0,mud 
 ENTITIES,3,1-0-0,mud 
 ENTITLE,3,0-1-0,mud 
 ENTITLED,3,0-1-0,mud 
 ENTITLEMENT,4,0-1-0-0,mud 
 ENTITLEMENTS,4,0-1-0-0,mud 
 ENTITLES,3,0-1-0,mud 
 ENTITLING,4,0-1-0-0,mud 
 ENTITY,3,1-0-0,mud 
 ENTLER,2,1-0,mud 
 ENTOFFEN,3,1-0-0,mud 
 ENTOMB,2,0-1,mud 
 ENTOMBED,2,0-1,mud 
 ENTOMBMENT,3,0-1-0,mud 
 ENTOMOLOGIST,5,2-0-1-0-0,mud 
 ENTOMOLOGISTS,5,2-0-1-0-0,mud 
 ENTOMOLOGY,5,2-0-1-0-0,mud 
 ENTOURAGE,3,2-0-1,mud 
 ENTOURAGES,4,2-0-1-0,mud 
 ENTRAIL,2,1-0,mud 
 ENTRAILS,2,1-0,mud 
 ENTRANCE,2,1-0,mud 
 ENTRANCED,2,0-1,mud 
 ENTRANCES,3,1-0-0,mud 
 ENTRANT,2,1-0,mud 
 ENTRANTS,2,1-0,mud 
 ENTRAP,2,0-1,mud 
 ENTRAPMENT,3,0-1-0,mud 
 ENTRAPPED,2,0-1,mud 
 ENTRE,2,1-0,mud 
 ENTREATIES,3,0-1-0,mud 
 ENTREATING,3,0-1-0,mud 
 ENTREATY,3,0-1-0,mud 
 ENTREE,2,1-2,mud 
 ENTREES,2,1-2,mud 
 ENTREGROWTH,3,1-0-0,mud 
 ENTREKIN,3,1-0-0,mud 
 ENTRENCH,2,0-1,mud 
 ENTRENCHED,2,0-1,mud 
 ENTRENCHES,3,0-1-0,mud 
 ENTRENCHING,3,0-1-0,mud 
 ENTRENCHMENT,3,0-1-0,mud 
 ENTREPRENEUR,4,2-0-0-1,mud 
 ENTREPRENEURIAL,6,2-0-0-1-0-0,mud 
 ENTREPRENEURIALISM,8,2-0-0-2-1-0-2-0,mud 
 ENTREPRENEURS,4,2-0-0-1,mud 
 ENTREPRENEURSHIP,5,2-0-0-1-0,mud 
 ENTRIES,2,1-0,mud 
 ENTRIKIN,3,1-0-0,mud 
 ENTRINGER,4,1-0-0-0,mud 
 ENTROPY,3,1-0-0,mud 
 ENTRUST,2,0-1,mud 
 ENTRUSTED,3,0-1-0,mud 
 ENTRUSTING,3,0-1-0,mud 
 ENTRY,2,1-0,mud 
 ENTRYWAY,3,1-0-0,mud 
 ENTSMINGER,4,1-0-0-0,mud 
 ENTWINE,2,0-1,mud 
 ENTWINED,2,0-1,mud 
 ENTWISLE,3,1-0-0,mud 
 ENTWISTLE,3,0-1-0,mud 
 ENTZ,1,1,mud 
 ENTZMINGER,3,1-0-0,mud 
 ENUMERATE,4,0-1-0-2,mud 
 ENUMERATED,5,0-1-0-2-0,mud 
 ENUMERATES,4,0-1-0-2,mud 
 ENUMERATION,5,0-2-0-1-0,mud 
 ENUNCIATE,4,0-1-0-2,mud 
 ENUNCIATED,5,0-1-0-2-0,mud 
 ENUNCIATING,5,0-1-0-2-0,mud 
 ENVELOP,3,0-1-0,mud 
 ENVELOPE,3,1-0-2,mud 
 ENVELOPED,3,0-1-0,mud 
 ENVELOPES,3,1-0-2,mud 
 ENVELOPING,4,0-1-0-0,mud 
 ENVELOPS,3,0-1-0,mud 
 ENVIABLE,4,1-0-0-0,mud 
 ENVIED,2,1-0,mud 
 ENVIOUS,3,1-0-0,mud 
 ENVIOUSLY,4,1-0-0-0,mud 
 ENVIRO,3,0-1-0,mud 
 ENVIRODYNE,4,0-1-0-2,mud 
 ENVIRONIC,4,2-0-1-0,mud 
 ENVIRONICS,4,2-0-1-0,mud 
 ENVIRONMENT,4,0-1-0-0,mud 
 ENVIRONMENTAL,5,0-2-0-1-0,mud 
 ENVIRONMENTALISM,7,0-1-0-2-0-2-0,mud 
 ENVIRONMENTALIST,6,0-2-0-1-0-0,mud 
 ENVIRONMENTALISTS,6,0-1-0-2-0-0,mud 
 ENVIRONMENTALLY,6,0-2-0-1-0-0,mud 
 ENVIRONMENTS,4,0-1-0-0,mud 
 ENVIRONS,3,0-1-0,mud 
 ENVIROPACT,4,0-1-0-2,mud 
 ENVIROSAFE,4,0-1-0-2,mud 
 ENVIROTEST,4,2-1-0-2,mud 
 ENVISAGE,3,0-1-0,mud 
 ENVISAGED,3,0-1-0,mud 
 ENVISAGES,4,0-1-0-0,mud 
 ENVISION,3,0-1-0,mud 
 ENVISIONED,3,0-1-0,mud 
 ENVISIONING,4,0-1-0-0,mud 
 ENVISIONS,3,0-1-0,mud 
 ENVOS,2,1-0,mud 
 ENVOY,2,1-0,mud 
 ENVOYS,2,1-0,mud 
 ENVY,2,1-0,mud 
 ENWRIGHT,2,0-1,mud 
 ENYART,2,1-0,mud 
 ENYEART,2,1-0,mud 
 ENZ,1,1,mud 
 ENZO,2,1-0,mud 
 ENZON,2,1-0,mud 
 ENZOR,2,1-0,mud 
 ENZYMATIC,4,2-0-1-0,mud 
 ENZYME,2,1-2,mud 
 ENZYMES,2,1-2,mud 
 EOCENE,3,1-0-2,mud 
 EOFF,2,1-0,mud 
 EOHIPPUS,4,2-0-1-0,mud 
 EOLANDE,4,2-0-1-0,mud 
 EON,2,1-0,mud 
 EONS,2,1-0,mud 
 EOS,2,1-2,mud 
 EOSINOPHILIA,6,2-0-2-0-1-0,mud 
 EOSINOPHILIC,6,2-0-2-0-1-0,mud 
 EPA,3,2-2-1,mud 
 EPCOT,2,1-2,mud 
 EPEDA,3,0-1-0,mud 
 EPES,1,1,mud 
 EPHEDRINE,3,0-1-0,mud 
 EPHEMERAL,4,0-1-0-0,mud 
 EPHESUS,3,1-0-0,mud 
 EPHLIN,2,1-0,mud 
 EPHRAIM,2,1-0,mud 
 EPHRON,2,1-0,mud 
 EPIC,2,1-0,mud 
 EPICENTER,4,1-0-2-0,mud 
 EPICS,2,1-0,mud 
 EPICTETUS,4,2-0-1-0,mud 
 EPICURE,3,1-0-2,mud 
 EPICUREAN,5,2-0-0-1-0,mud 
 EPICURES,3,1-0-2,mud 
 EPIDEMIC,4,2-0-1-0,mud 
 EPIDEMICS,4,2-0-1-0,mud 
 EPIDEMIOLOGICAL,8,2-0-2-2-0-1-0-0,mud 
 EPIDEMIOLOGICALLY,8,2-0-2-2-0-1-0-2,mud 
 EPIDEMIOLOGIST,7,2-0-2-2-1-0-2,mud 
 EPIDEMIOLOGISTS,7,2-0-2-2-1-0-2,mud 
 EPIDEMIOLOGY,7,2-0-2-0-1-0-0,mud 
 EPIDERMAL,4,2-0-1-0,mud 
 EPIDERMIS,4,2-0-1-0,mud 
 EPIDURAL,4,2-0-1-0,mud 
 EPIGENETIC,5,2-0-0-1-0,mud 
 EPIGRAM,3,1-0-2,mud 
 EPIGRAMMATIC,5,2-0-0-1-0,mud 
 EPIGRAPHIC,4,2-0-1-0,mud 
 EPILEPSIES,4,1-0-2-0,mud 
 EPILEPSY,4,1-0-2-0,mud 
 EPILEPTIC,4,2-0-1-0,mud 
 EPILEPTICS,4,2-0-1-0,mud 
 EPILOGUE,3,2-0-1,mud 
 EPINEPHRINE,4,2-0-1-0,mud 
 EPIPHANY,4,0-1-0-0,mud 
 EPISCOPAL,4,0-1-0-0,mud 
 EPISCOPALIAN,5,0-2-0-1-0,mud 
 EPISCOPALIANS,5,0-2-0-1-0,mud 
 EPISCOPO,4,0-0-1-0,mud 
 EPISODE,3,1-0-2,mud 
 EPISODES,3,1-0-2,mud 
 EPISODIC,4,2-0-1-0,mud 
 EPISTEME,3,1-0-2,mud 
 EPISTEMIC,4,2-0-1-0,mud 
 EPISTEMOLOGICAL,7,0-2-0-0-1-2-0,mud 
 EPISTEMOLOGIES,6,0-2-0-1-0-2,mud 
 EPISTEMOLOGY,6,0-2-0-1-0-2,mud 
 EPISTLE,3,0-1-0,mud 
 EPISTOLARY,5,0-1-0-2-0,mud 
 EPITAPH,3,1-0-2,mud 
 EPITAPHS,3,1-0-2,mud 
 EPITHELIAL,4,2-0-1-0,mud 
 EPITHELIUM,4,2-0-1-0,mud 
 EPITHET,3,1-0-2,mud 
 EPITHETS,3,1-0-2,mud 
 EPITOME,4,0-1-0-0,mud 
 EPITOMIZE,4,0-1-0-2,mud 
 EPITOMIZED,4,0-1-0-2,mud 
 EPITOMIZES,5,0-1-0-2-0,mud 
 EPITOPE,3,1-0-2,mud 
 EPLER,2,1-0,mud 
 EPLEY,2,1-0,mud 
 EPLIN,2,1-0,mud 
 EPLING,2,1-0,mud 
 EPOCH,2,1-0,mud 
 EPOCHAL,3,1-0-0,mud 
 EPOCHS,2,1-0,mud 
 EPOGEN,3,1-0-0,mud 
 EPONYMOUS,4,0-1-2-0,mud 
 EPONYMY,4,0-1-0-2,mud 
 EPOXY,3,0-1-0,mud 
 EPP,1,1,mud 
 EPPARD,2,1-0,mud 
 EPPEL,2,1-0,mud 
 EPPERLY,3,1-0-0,mud 
 EPPERS,2,1-0,mud 
 EPPERSON,3,1-0-0,mud 
 EPPES,1,1,mud 
 EPPICH,2,1-0,mud 
 EPPING,2,1-0,mud 
 EPPINGER,3,1-0-0,mud 
 EPPLE,2,1-0,mud 
 EPPLER,2,1-0,mud 
 EPPLEY,2,1-0,mud 
 EPPNER,2,1-0,mud 
 EPPOLITO,4,0-0-1-0,mud 
 EPPS,1,1,mud 
 EPROM,2,1-0,mud 
 EPROMS,2,1-0,mud 
 EPSCO,2,1-0,mud 
 EPSILON,3,1-0-2,mud 
 EPSOM,2,1-0,mud 
 EPSOMITE,3,1-0-2,mud 
 EPSON,2,1-0,mud 
 EPSTEIN,2,1-2,mud 
 EPTING,2,1-0,mud 
 EQUABLE,3,1-0-0,mud 
 EQUAL,2,1-0,mud 
 EQUALED,2,1-0,mud 
 EQUALING,3,1-0-0,mud 
 EQUALITY,4,0-1-0-0,mud 
 EQUALIZATION,5,2-0-0-1-0,mud 
 EQUALIZE,3,1-0-2,mud 
 EQUALIZED,3,1-0-2,mud 
 EQUALIZER,4,1-0-2-0,mud 
 EQUALIZES,4,1-0-2-0,mud 
 EQUALIZING,4,1-0-2-0,mud 
 EQUALLY,3,1-0-0,mud 
 EQUALS,2,1-0,mud 
 EQUANIMITY,5,2-0-1-0-0,mud 
 EQUATE,2,0-1,mud 
 EQUATED,3,0-1-0,mud 
 EQUATES,2,0-1,mud 
 EQUATING,3,0-1-0,mud 
 EQUATION,3,0-1-0,mud 
 EQUATIONS,3,0-1-0,mud 
 EQUATOR,3,0-1-0,mud 
 EQUATORIAL,5,2-0-1-0-0,mud 
 EQUATORS,3,0-1-0,mud 
 EQUESTRIAN,4,0-1-0-0,mud 
 EQUIANGULAR,5,2-0-1-0-0,mud 
 EQUIBANK,3,1-0-2,mud 
 EQUICOR,3,1-2-2,mud 
 EQUIFAX,3,1-0-2,mud 
 EQUILIBRIA,5,2-0-1-0-0,mud 
 EQUILIBRIUM,5,2-0-1-0-0,mud 
 EQUILINK,3,1-0-2,mud 
 EQUIMARK,3,1-0-2,mud 
 EQUINE,2,1-2,mud 
 EQUINOX,3,1-0-2,mud 
 EQUION,3,1-0-0,mud 
 EQUIP,2,0-1,mud 
 EQUIPMENT,3,0-1-0,mud 
 EQUIPMENTS,3,0-1-0,mud 
 EQUIPPED,2,0-1,mud 
 EQUIPPING,3,0-1-0,mud 
 EQUIPS,2,0-1,mud 
 EQUITABLE,4,1-0-0-0,mud 
 EQUITABLY,4,1-0-0-0,mud 
 EQUITAS,3,1-0-0,mud 
 EQUITATION,4,2-0-1-0,mud 
 EQUITEC,3,1-0-2,mud 
 EQUITEX,3,1-0-2,mud 
 EQUITICORP,4,1-0-0-2,mud 
 EQUITIES,3,1-0-0,mud 
 EQUITY,3,1-0-0,mud 
 EQUIVALENCE,4,0-1-0-0,mud 
 EQUIVALENCY,5,0-1-0-0-0,mud 
 EQUIVALENT,4,0-1-0-0,mud 
 EQUIVALENTS,4,0-1-0-0,mud 
 EQUIVOCAL,4,0-1-0-0,mud 
 EQUIVOCATE,4,0-1-0-2,mud 
 EQUIVOCATING,5,0-1-0-2-0,mud 
 EQUIVOCATION,5,0-0-0-1-0,mud 
 ER,1,0,mud 
 ERA,2,1-0,mud 
 ERADICABLE,5,0-1-0-0-0,mud 
 ERADICATE,4,0-1-0-2,mud 
 ERADICATED,5,0-1-0-2-0,mud 
 ERADICATING,5,0-1-0-2-0,mud 
 ERADICATION,5,0-2-0-1-0,mud 
 ERAKAT,3,0-1-0,mud 
 ERALP,2,1-0,mud 
 ERAMO,3,0-1-0,mud 
 ERANTHE,2,1-0,mud 
 ERANY,3,0-1-0,mud 
 ERAS,2,1-0,mud 
 ERASABLE,4,0-1-0-0,mud 
 ERASE,2,0-1,mud 
 ERASED,2,0-1,mud 
 ERASER,3,0-1-0,mud 
 ERASERS,3,0-1-0,mud 
 ERASES,3,0-1-0,mud 
 ERASING,3,0-1-0,mud 
 ERASMUS,3,0-1-0,mud 
 ERASTUS,3,0-1-0,mud 
 ERAWAN,3,1-0-2,mud 
 ERAZO,3,0-1-0,mud 
 ERB,1,1,mud 
 ERBACHER,3,1-0-0,mud 
 ERBAKAN,3,0-0-1,mud 
 ERBAMONT,3,1-0-2,mud 
 ERBE,1,1,mud 
 ERBER,2,1-0,mud 
 ERBES,1,1,mud 
 ERBURU,3,0-1-0,mud 
 ERBY,2,1-0,mud 
 ERCEG,2,1-0,mud 
 ERCK,1,1,mud 
 ERCOLE,3,0-1-0,mud 
 ERCROS,2,1-0,mud 
 ERDA,2,1-0,mud 
 ERDAHL,2,1-0,mud 
 ERDMAN,2,1-0,mud 
 ERDMANN,2,1-0,mud 
 ERDOS,2,1-0,mud 
 ERDRICH,2,1-0,mud 
 ERE,1,1,mud 
 ERECT,2,0-1,mud 
 ERECTED,3,0-1-0,mud 
 ERECTING,3,0-1-0,mud 
 ERECTION,3,0-1-0,mud 
 ERECTIONS,3,0-1-0,mud 
 ERECTOR,3,0-1-0,mud 
 ERECTS,2,0-1,mud 
 ERENA,3,0-1-0,mud 
 ERENSEL,3,1-0-0,mud 
 ERGLE,2,1-0,mud 
 ERGO,2,1-0,mud 
 ERGONOMIC,4,2-0-1-0,mud 
 ERGONOMICALLY,5,2-0-1-0-0,mud 
 ERGONOMICS,4,2-0-1-0,mud 
 ERGOT,2,1-0,mud 
 ERGOTISM,4,1-0-2-0,mud 
 ERGOTS,2,1-0,mud 
 ERHARD,2,1-0,mud 
 ERHARDT,2,1-0,mud 
 ERHART,2,1-0,mud 
 ERIC,2,1-0,mud 
 ERICA,3,1-0-0,mud 
 ERICH,2,1-0,mud 
 ERICHSEN,3,1-0-0,mud 
 ERICK,2,1-0,mud 
 ERICKA,3,1-0-0,mud 
 ERICKSEN,3,1-0-0,mud 
 ERICKSON,3,1-0-0,mud 
 ERICSON,3,1-0-0,mud 
 ERICSSON,3,1-0-0,mud 
 ERIDANIA,5,2-0-1-0-0,mud 
 ERIE,2,1-0,mud 
 ERIK,2,1-0,mud 
 ERIKA,3,1-0-0,mud 
 ERIKSEN,3,1-0-0,mud 
 ERIKSON,3,1-0-0,mud 
 ERIKSSON,3,1-0-0,mud 
 ERIN,2,1-0,mud 
 ERINA,3,0-1-0,mud 
 ERION,3,0-0-1,mud 
 ERISA,3,0-1-0,mud 
 ERISMAN,3,1-0-0,mud 
 ERITREA,4,2-0-1-0,mud 
 ERITREAN,4,2-0-1-0,mud 
 ERITREANS,3,1-0-2,mud 
 ERK,1,1,mud 
 ERKER,2,1-0,mud 
 ERKKILA,3,1-0-0,mud 
 ERL,1,1,mud 
 ERLACH,2,1-2,mud 
 ERLAND,2,1-0,mud 
 ERLANDSON,3,1-0-0,mud 
 ERLANGEN,3,0-1-0,mud 
 ERLANGER,3,1-0-0,mud 
 ERLBAUM,2,2-1,mud 
 ERLE,2,1-0,mud 
 ERLENE,2,1-0,mud 
 ERLER,2,1-0,mud 
 ERLICH,2,1-0,mud 
